filename,differences
fuel-bill_1_updated.png,"{'Bill_Number': ('Error', '927267'), 'Date': ('Error', '5/9/2017'), 'Bill_Amount': ('Error', '78'), 'Time': ('Error', '22:59:34'), 'Bill_Category': ('Error', 'Fuel')}"
general7_updated.jpg,"{'Bill_Amount': ('33915.0', '36289')}"
food-bill_4_updated.jpg,"{'Date': ('27-Jan-2012', '27-Jan-12'), 'Bill_Amount': ('4500.0', '4500')}"
internet_bill_1_updated.png,"{'Bill_Number': ('Error', '5479767'), 'Date': ('Error', '24.08.2024'), 'Bill_Amount': ('Error', '590'), 'Bill_Category': ('Error', 'Communication')}"
general2_updated.jpg,"{'Bill_Number': ('Dated INVOICE NO Dated', 'DD-TI-02'), 'Date': ('Dated', '1/7/2017'), 'Bill_Amount': ('20000.0', '22400'), 'Time': (nan, nan)}"
food-bill_7_updated.png,"{'Bill_Number': ('Error', '9292'), 'Date': ('Error', '12/11/2022'), 'Bill_Amount': ('Error', '5466'), 'Time': ('Error', '09.03 PM'), 'Bill_Category': ('Error', 'Dinner')}"
food-bill_8_updated.png,"{'Bill_Amount': ('167.0', '167')}"
software8_updated.png,"{'Bill_Number': ('Error', 'PO53'), 'Date': ('Error', '25/03/2020'), 'Bill_Amount': ('Error', '41300'), 'Bill_Category': ('Error', 'General')}"
fuel-bill_9_updated.png,"{'Bill_Number': ('Bi17No:885896-ORGNL', '885896-ORGNL'), 'Date': ('05/03/2024', '5/3/2024'), 'Bill_Amount': ('110.0', '110')}"
bus8_updated.jpg,"{'Bill_Number': ('0021783323:48', '217833'), 'Date': ('07/12', '12-Jul'), 'Bill_Amount': ('21.0', '21'), 'Time': (nan, '23:48:47'), 'Bill_Category': ('General', 'Travel - Bus')}"
fuel-bill_8_updated.jpeg,"{'Time': (nan, '19:43:19')}"
internet-bill_1_updated.png,"{'Bill_Number': ('Error', '5479767'), 'Date': ('Error', '24.08.2024'), 'Bill_Amount': ('Error', '590'), 'Bill_Category': ('Error', 'Communication')}"
food-bill_6_updated.jpg,"{'Bill_Amount': ('247.0', '247')}"
fuel-bill_7_updated.jpeg,"{'Bill_Number': ('Not Available', '813263'), 'Date': ('Not Available', '1/7/2022'), 'Bill_Amount': ('Not Available', '5000'), 'Time': ('Not Available', '18:55'), 'Bill_Category': ('Not Available', 'Fuel')}"
fuel11_updated.jpg,"{'Bill_Number': ('Error', '940482'), 'Date': ('Error', '14/03/24'), 'Bill_Amount': ('Error', '110'), 'Time': ('Error', '12:25:29'), 'Bill_Category': ('Error', 'Fuel')}"
internet-bill_7_updated.png,"{'Date': ('28 May 2021', '28-May-21'), 'Time': (nan, nan)}"
stationary5_updated.jpg,"{'Bill_Number': (nan, nan), 'Time': (nan, nan)}"
general4_updated.jpg,"{'Bill_Number': ('Invoice NO', 'MSA-TI-02'), 'Date': (nan, '1/7/2017'), 'Bill_Amount': ('118000.0', '118000'), 'Time': (nan, nan)}"
food-bill10_updated.jpg,"{'Bill_Number': ('Not Available', '53'), 'Date': ('01/07/17', '1/7/2017'), 'Bill_Amount': ('418.9', '419'), 'Time': ('Not Available', '9:09 AM'), 'Bill_Category': ('Food', 'Breakfast')}"
general6_updated.jpg,"{'Date': ('04/27/20', '4/27/2020'), 'Bill_Amount': ('97160.0', '97160'), 'Time': (nan, nan)}"
stationary9_updated.jpg,"{'Bill_Number': ('Gati 1029 CASH', '1029'), 'Date': ('2018-10-01', '10/1/2018'), 'Bill_Amount': ('4160.66', '4060')}"
fuel-bill-6_updated.png,"{'Bill_Number': ('Error', 'AB65'), 'Date': ('Error', '22/05/2017'), 'Bill_Amount': ('Error', '247'), 'Time': ('Error', '12:35:00 PM'), 'Bill_Category': ('Error', 'Lunch')}"
internet-bill_6_updated.png,"{'Date': (nan, '9/11/2021'), 'Bill_Amount': ('3290.0', '3729'), 'Time': (nan, '14:43:36'), 'Bill_Category': ('Communication', 'General')}"
bus2_updated.jpg,"{'Bill_Number': ('074157', '74157'), 'Date': ('09/08/15', '9/8/2015'), 'Bill_Amount': ('3.39', '339'), 'Bill_Category': ('General', 'Travel - Bus')}"
food-bill_9_updated.png,"{'Bill_Number': ('Not Available', 'G0027238'), 'Date': ('Not Available', '1/7/2018'), 'Bill_Amount': ('1882.0', '1882'), 'Time': ('Not Available', '22:01'), 'Bill_Category': ('Not Available', 'Dinner')}"
general3_updated.jpg,"{'Bill_Number': ('A712010', '1'), 'Date': ('10/09/2021', '15/07/2017'), 'Bill_Amount': ('5540.0', '55000'), 'Time': ('4:00 AM', 'Not Available')}"
food-bill_5_updated.png,"{'Bill_Number': ('Not Available', '5365'), 'Date': ('Not Available', '18/10/18'), 'Bill_Amount': ('Not Available', '840'), 'Time': ('Not Available', '22:45'), 'Bill_Category': ('Not Available', 'Dinner')}"
bus10_updated.jpg,"{'Bill_Number': ('Dep 11804044 S.W.T Dept', '11804044'), 'Bill_Amount': ('4.0', '4'), 'Bill_Category': ('General', 'Travel - Bus')}"
bus3_updated.png,"{'Date': ('07/03/18', '7/3/2018'), 'Bill_Amount': ('730.0', '730')}"
fuel-bill_3_updated.jpeg,"{'Bill_Number': ('Error', '885896'), 'Date': ('Error', '5/3/2024'), 'Bill_Amount': ('Error', '110'), 'Time': ('Error', '15:02:00'), 'Bill_Category': ('Error', 'Fuel')}"
general5_updated.jpg,"{'Bill_Number': (nan, '256X5'), 'Date': ('02/12/2022', '12/20/2015'), 'Bill_Amount': ('400.0', '1293.75'), 'Time': (nan, nan)}"
