filename,differences
bus8_updated.jpg,"{'Bill_Number': ('0021783323', '217833'), 'Date': ('07/15/12', '12-Jul'), 'Bill_Amount': ('21.0', '21'), 'Time': (nan, '23:48:47'), 'Bill_Category': ('General', 'Travel - Bus')}"
fuel-bill_8_updated.jpeg,"{'Bill_Number': ('Bi71 NO:Ju1-23138-ORGNL', 'Ju1-23138-ORGNL'), 'Time': ('Not Provided (as it is not in standard hh:mm AA time format)', '19:43:19')}"
internet-bill_1_updated.png,"{'Bill_Number': ('KL20241215012222', '5479767'), 'Date': ('06 Dec 2024', '24.08.2024'), 'Bill_Amount': ('588.82', '590'), 'Time': (nan, 'Error')}"
food-bill_6_updated.jpg,"{'Date': ('05/22/2017', '22/05/2017'), 'Bill_Amount': ('247.0', '247')}"
fuel-bill_7_updated.jpeg,"{'Bill_Number': ('INV01CEN0:813263', '813263'), 'Date': ('07/02/2022', '1/7/2022'), 'Bill_Amount': ('5000.0', '5000')}"
fuel11_updated.jpg,"{'Bill_Number': ('0000000300092161', '940482'), 'Bill_Amount': ('107.61', '110'), 'Time': ('12:25 PM', '12:25:29')}"
internet-bill_7_updated.png,"{'Date': ('28 May 2021', '28-May-21'), 'Time': (nan, nan)}"
stationary5_updated.jpg,"{'Bill_Number': ('Not Found in Text', nan), 'Date': ('Unable to Determine', 'XX-XX-Xxxx'), 'Bill_Amount': ('42.48', '39.98'), 'Time': ('Unable to Determine', nan)}"
general4_updated.jpg,"{'Bill_Number': (nan, 'MSA-TI-02'), 'Date': (nan, '1/7/2017'), 'Bill_Amount': ('118000.0', '118000'), 'Time': (nan, nan), 'Bill_Category': ('General', 'Software License')}"
food-bill10_updated.jpg,"{'Bill_Number': ('Not Available', '53'), 'Date': ('Not Available', '1/7/2017'), 'Bill_Amount': ('Not Available', '419'), 'Time': ('Not Available', '9:09 AM'), 'Bill_Category': ('Not Available', 'Breakfast')}"
general6_updated.jpg,"{'Date': ('04/27/20', '4/27/2020'), 'Bill_Amount': ('97.16', '97160'), 'Time': (nan, nan), 'Bill_Category': ('General', 'Communication')}"
stationary9_updated.jpg,"{'Bill_Number': ('Error', '1029'), 'Date': ('Error', '10/1/2018'), 'Bill_Amount': ('Error', '4060'), 'Time': ('Error', '12:16 PM'), 'Bill_Category': ('Error', 'General')}"
fuel-bill-6_updated.png,"{'Bill_Number': ('Error', 'AB65'), 'Date': ('Error', '22/05/2017'), 'Bill_Amount': ('Error', '247'), 'Time': ('Error', '12:35:00 PM'), 'Bill_Category': ('Error', 'Lunch')}"
internet-bill_6_updated.png,"{'Bill_Number': ('Error', '1489088'), 'Date': ('Error', '9/11/2021'), 'Bill_Amount': ('Error', '3729'), 'Time': ('Error', '14:43:36'), 'Bill_Category': ('Error', 'General')}"
bus2_updated.jpg,"{'Bill_Number': ('074157', '74157'), 'Date': ('09/08/15', '9/8/2015'), 'Bill_Amount': ('3.39', '339'), 'Bill_Category': ('General', 'Travel - Bus')}"
food-bill_9_updated.png,"{'Bill_Number': (nan, 'G0027238'), 'Date': (nan, '1/7/2018'), 'Bill_Amount': ('1882.0', '1882'), 'Time': (nan, '22:01'), 'Bill_Category': ('General', 'Dinner')}"
general3_updated.jpg,"{'Bill_Number': ('A712010', '1'), 'Date': ('02/22/2023', '15/07/2017'), 'Bill_Amount': ('55000.0', '55000'), 'Time': (nan, 'Not Available')}"
food-bill_5_updated.png,"{'Date': ('10/18/2018', '18/10/18'), 'Bill_Amount': ('840.0', '840'), 'Time': ('22:45 PM', '22:45'), 'Bill_Category': ('Food', 'Dinner')}"
bus10_updated.jpg,"{'Date': ('04/01/2018', '04/0412018'), 'Bill_Amount': ('4.0', '4'), 'Bill_Category': ('Printing & Stationery', 'Travel - Bus')}"
bus3_updated.png,"{'Date': ('03/07/18', '7/3/2018'), 'Bill_Amount': ('730.0', '730')}"
fuel-bill_3_updated.jpeg,"{'Bill_Number': ('885896-0RGNL', '885896'), 'Date': ('05/03/2024', '5/3/2024'), 'Bill_Amount': ('110.0', '110')}"
general5_updated.jpg,"{'Bill_Number': (""Customer's Name Invoice #"", '256X5'), 'Date': ('Invoice # Date', '12/20/2015'), 'Bill_Amount': ('400.0', '1293.75'), 'Time': ('Not Available', nan)}"
